date,futures_id,contract_date,open,high,low,close,spread,spread_per,volume,settlement_price,SMA_5,SMA_10,SMA_20,SMA_50,SMA_100,rsi,bbands_upperband,bbands_middleband,bbands_lowerband,macd_macd,macd_macdsignal,macd_macdhist,atr,profit_or_loss_after_20_days
2024-06-11,TX,202406,21920.0,21970.0,21783.0,21798.0,-96.0,-0.44,94289,21801.0,21670.6,21635.9,21526.55,20835.2,19791.31,60.44114467809181,22044.313063572667,21526.55,21008.786936427332,282.4749403781716,298.48117795248766,-16.00623757431606,277.6158665855319,2080.0
2024-06-12,TX,202406,21829.0,22063.0,21790.0,22046.0,245.0,1.12,95615,22046.0,21815.8,21645.1,21578.2,20872.06,19835.82,64.20312129187108,22086.753478013736,21578.2,21069.646521986266,296.5409137422321,298.0931251104365,-1.5522113682044392,277.28616182942244,1954.0
2024-06-13,TX,202406,22308.0,22473.0,22207.0,22323.0,277.0,1.26,114828,22325.0,21987.8,21705.2,21632.0,20912.92,19883.6,67.87758023971745,22211.703027419993,21632.0,21052.296972580007,326.27874570846325,303.73024923004186,22.548496478421384,287.98000741303514,2044.0
2024-06-14,TX,202406,22274.0,22514.0,22270.0,22511.0,186.0,0.83,86467,22510.0,22115.0,21817.2,21689.05,20957.38,19934.13,70.11939819451676,22370.10520334262,21689.05,21007.994796657378,360.8564915998577,315.15549770400503,45.70099389585266,284.83857831210406,1297.0
2024-06-17,TX,202406,22430.0,22554.0,22420.0,22477.0,-33.0,-0.15,91913,22477.0,22231.0,21936.4,21746.1,20996.46,19983.15,69.17908473376747,22487.761351292094,21746.1,21004.438648707903,381.12274275009986,328.348946713224,52.773796036875865,274.06439414695376,1376.0
2024-06-18,TX,202406,22726.0,22812.0,22666.0,22786.0,309.0,1.37,98310,22786.0,22428.6,22049.6,21820.3,21045.2,20036.12,72.75498771193742,22659.866816876453,21820.3,20980.733183123546,417.30715327806683,346.1405880261926,71.16656525187426,278.4169374221714,1216.0
2024-06-19,TX,202407,22883.0,23172.0,22848.0,23129.0,457.0,2.02,71704,23135.0,22645.2,22230.5,21912.9,21098.78,20091.82,76.07347492589868,22889.668938899937,21912.9,20936.131061100066,468.26294895350657,370.56506021165535,97.69788874185122,286.1014418920163,643.0
2024-06-20,TX,202407,23153.0,23380.0,23106.0,23378.0,243.0,1.05,90192,23377.0,22856.2,22422.0,22002.65,21148.86,20152.27,78.15374643481739,23155.64354291336,22002.65,20849.656457086643,522.7124988535979,400.99454794004384,121.71795091355409,285.2370531854437,5.0
2024-06-21,TX,202407,23034.0,23291.0,23025.0,23210.0,-167.0,-0.71,98199,23207.0,22996.0,22555.5,22082.95,21196.04,20212.02,73.50986990790224,23333.292429096855,22082.95,20832.607570903147,546.0138556259881,429.9984094772327,116.01544614875536,290.0772636721977,-301.0
2024-06-24,TX,202407,23050.0,23073.0,22708.0,22746.0,-461.0,-1.99,125022,22754.0,23049.8,22640.4,22142.0,21235.9,20266.68,62.46931313050552,23400.44395981706,22142.0,20883.55604018294,521.0332792439513,448.20538343057643,72.82789581337482,305.21460198132644,-367.0
2024-06-25,TX,202407,22608.0,22776.0,22410.0,22743.0,-11.0,-0.05,126047,22747.0,23041.2,22734.9,22185.4,21275.66,20317.33,62.40405327951165,23463.730692739427,22185.4,20907.069307260575,495.2845851640741,457.621223777276,37.6633613867981,309.5564161255174,87.0
2024-06-26,TX,202407,22806.0,23005.0,22744.0,22872.0,125.0,0.55,113347,22876.0,22989.8,22817.5,22231.3,21322.94,20367.88,64.13888088575159,23538.693146685477,22231.3,20923.906853314522,479.7574364101638,462.04846630385356,17.708970106310232,306.159529259409,-777.0
2024-06-27,TX,202407,22614.0,22822.0,22555.0,22793.0,-83.0,-0.36,83796,22797.0,22872.8,22864.5,22284.85,21379.74,20417.11,62.24462257532265,23592.1489367395,22284.85,20977.551063260496,455.82297586040295,460.80336821516346,-4.980392354760511,306.9338485980226,-532.0
2024-06-28,TX,202407,22908.0,23117.0,22793.0,22983.0,186.0,0.82,103428,22980.0,22827.4,22911.7,22364.45,21435.7,20467.91,64.92747078584726,23637.78223865573,22364.45,21091.11776134427,447.0330369583353,458.0493019637978,-11.016265005462515,308.1528594124496,-737.0
2024-07-01,TX,202407,22960.0,23166.0,22938.0,22991.0,11.0,0.05,83651,22993.0,22876.4,22963.1,22449.75,21488.36,20517.87,65.04011486066868,23648.8084431128,22449.75,21250.6915568872,435.69011574493925,453.5774647200261,-17.887348975086866,302.42765516870315,-701.0
2024-07-02,TX,202407,22838.0,22993.0,22717.0,22831.0,-162.0,-0.7,104985,22835.0,22894.0,22967.6,22508.6,21554.06,20566.19,60.83199587137553,23660.25731014066,22508.6,21356.942689859337,409.07454937267903,444.6768816505567,-35.60233227787768,300.5399655137958,-178.0
2024-07-03,TX,202407,23073.0,23188.0,22981.0,23185.0,350.0,1.53,83985,23183.0,22956.6,22973.2,22601.85,21627.28,20616.79,66.06365814564933,23650.888469266152,22601.85,21552.811530733845,411.7993956693681,438.101384454319,-26.30198878495088,304.57282511995317,-1652.0
2024-07-04,TX,202407,23487.0,23626.0,23461.0,23624.0,441.0,1.9,88198,23621.0,23122.8,22997.8,22709.9,21706.22,20672.22,71.20093115910409,23711.57098390627,22709.9,21708.229016093734,444.26131917054227,439.3333713975636,4.927947772978655,314.3176233256708,-4250.0
2024-07-05,TX,202407,23659.0,23677.0,23526.0,23570.0,-51.0,-0.22,60596,23571.0,23240.2,23033.8,22794.65,21774.22,20728.72,69.80120062635002,23786.19289367617,22794.65,21803.107106323834,460.3239507549879,443.53148726904845,16.792463485939436,302.6520788024086,-3150.0
2024-07-08,TX,202407,23545.0,23994.0,23512.0,23913.0,342.0,1.45,107009,23909.0,23424.6,23150.5,22895.45,21854.78,20787.99,73.38083183832983,23911.078371994292,22895.45,21879.82162800571,495.02459999345956,453.8301098139307,41.194490179528884,315.46264460223654,-2782.0
2024-07-09,TX,202407,23945.0,24092.0,23624.0,23878.0,-31.0,-0.13,130797,23881.0,23634.0,23264.0,22999.45,21928.78,20845.93,72.437272308764,23969.212130627875,22999.45,22029.687869372126,513.7783895678331,465.8197657647112,47.958623803121895,326.35816998779103,-3182.0
2024-07-10,TX,202407,23759.0,24014.0,23702.0,24000.0,119.0,0.5,106474,24002.0,23797.0,23376.8,23097.15,21997.74,20905.07,73.70642195619467,24056.66243347841,23097.15,22137.637566521593,532.3486988974073,479.1255523912504,53.22314650615692,325.3325864172345,-2519.0
2024-07-11,TX,202407,24251.0,24405.0,24160.0,24367.0,365.0,1.52,93552,24371.0,23945.6,23534.2,23199.35,22076.82,20962.07,77.11950579686493,24239.314859983413,23199.35,22159.385140016584,570.1077879858494,497.3219995101702,72.78578847567923,331.0231159588606,-2690.0
2024-07-12,TX,202407,24038.0,24070.0,23784.0,23808.0,-563.0,-2.31,115064,23814.0,23993.2,23616.7,23264.2,22147.16,21013.81,63.58140315503684,24285.978175535114,23264.2,22242.421824464887,548.6015724513163,507.57791409839945,41.02365835291687,349.02146481894204,-2039.0
2024-07-15,TX,202407,24091.0,24112.0,23756.0,23853.0,39.0,0.16,128376,23851.0,23981.2,23702.9,23333.0,22216.58,21065.63,64.12734016052049,24318.138162898897,23333.0,22347.861837101103,529.0898472040208,511.8803007195237,17.209546484497082,349.519931617589,-1875.0
2024-07-16,TX,202407,23830.0,24182.0,23824.0,24002.0,151.0,0.63,129269,23994.0,24006.0,23820.0,23393.8,22284.58,21118.12,65.94756857363954,24386.463608681428,23393.8,22401.13639131857,519.6594089367172,513.4361223629624,6.223286573754876,350.12565078776123,-2162.0
2024-07-17,TX,202408,24009.0,24009.0,23692.0,23772.0,-224.0,-0.93,71906,23779.0,23960.4,23878.7,23425.95,22347.02,21168.92,60.817565858479725,24423.862716624037,23425.95,22428.037283375965,488.00126603285753,508.3491510969414,-20.34788506408387,347.7595328743497,-1405.0
2024-07-18,TX,202408,23294.0,23444.0,23154.0,23383.0,-396.0,-1.67,126201,23387.0,23763.6,23854.6,23426.2,22400.18,21213.86,53.26998415337144,24424.067045251955,23426.2,22428.332954748046,426.6052706975497,492.00037501706305,-65.39510431951334,367.0624233833247,-1022.0
2024-07-19,TX,202408,23148.0,23185.0,22853.0,22909.0,-478.0,-2.04,126482,22907.0,23583.8,23788.5,23411.15,22446.12,21253.82,45.809784336642316,24430.455307549935,23411.15,22391.844692450068,335.829430811511,460.7661861759526,-124.93675536444164,378.70082171308724,-473.0
2024-07-22,TX,202408,22859.0,22906.0,22184.0,22379.0,-528.0,-2.3,177941,22374.0,23289.0,23635.1,23392.8,22477.52,21287.98,39.19936336755508,24470.86226165294,23392.8,22314.73773834706,218.60244023627456,412.333436988017,-193.73099675174245,403.4364773050096,-176.0
2024-07-23,TX,202408,22600.0,22871.0,22571.0,22830.0,456.0,2.04,95310,22835.0,23054.6,23530.3,23397.15,22516.46,21327.61,46.300479765487665,24465.346288141813,23397.15,22328.95371185819,160.24394402791586,361.9155383959968,-201.67159436808095,409.7624432117946,-730.0
2024-07-26,TX,202408,22028.0,22156.0,21918.0,22095.0,-740.0,-3.24,121567,22096.0,22719.2,23339.8,23358.3,22538.1,21358.9,38.42423483342808,24549.504617183822,23358.3,22167.095382816176,54.06285504384141,300.34500172556574,-246.28214668172433,445.63655441095216,34.0
2024-07-29,TX,202408,22430.0,22519.0,22146.0,22261.0,165.0,0.75,99245,22256.0,22494.8,23129.2,23331.7,22558.38,21391.9,40.87071544609089,24593.85642453705,23331.7,22069.54357546295,-16.50139250828215,236.97572287879615,-253.4771153870783,444.0910862387413,-55.0
2024-07-30,TX,202408,21933.0,22299.0,21809.0,22246.0,-10.0,-0.04,126029,22252.0,22362.2,22973.0,23294.85,22575.9,21421.22,40.71330405235599,24636.1321142476,23294.85,21953.567885752396,-72.79530278407037,175.02151774622286,-247.81682053029323,447.3702943645455,-100.0
2024-07-31,TX,202408,22050.0,22348.0,22013.0,22290.0,38.0,0.17,109982,22284.0,22344.4,22816.7,23259.8,22594.98,21450.23,41.42595236459151,24666.07288959151,23259.8,21853.52711040849,-112.560670632236,117.50508007053108,-230.06575070276708,439.34384476707794,111.0
2024-08-01,TX,202408,22721.0,22728.0,22460.0,22653.0,369.0,1.66,102459,22660.0,22309.0,22681.8,23250.9,22622.0,21481.67,47.07784808337604,24670.108920490413,23250.9,21831.69107950959,-113.47586571974534,71.30889091247579,-184.78475663222113,439.2478558551438,-477.0
2024-08-02,TX,202408,22000.0,22099.0,21508.0,21533.0,-1127.0,-4.97,139674,21526.0,22196.6,22457.9,23168.3,22627.12,21499.91,35.648404619542866,24773.363998724057,23168.3,21563.23600127594,-202.2444559937794,16.598221531224738,-218.84267752500415,489.6587232940621,790.0
2024-08-05,TX,202408,20712.0,20742.0,19374.0,19374.0,-2152.0,-10.0,211207,19374.0,21619.2,22057.0,22955.8,22582.94,21495.74,23.70244703489538,25243.465937150802,22955.8,20668.134062849196,-441.71563690940457,-75.06455015690113,-366.65108675250343,608.8973859159148,2853.0
2024-08-06,TX,202408,20395.0,20790.0,19589.0,20420.0,1046.0,5.4,190100,20455.0,21254.0,21808.1,22798.3,22559.26,21502.79,35.05715358988332,25317.188334166494,22798.3,20279.411665833504,-540.8601161235347,-168.22366335022787,-372.6364527733068,666.5475726362066,1650.0
2024-08-07,TX,202408,20500.0,21335.0,20494.0,21131.0,676.0,3.3,155051,21142.0,21022.2,21683.3,22659.2,22550.58,21514.55,41.437013218574805,25223.350900395668,22659.2,20095.049099604334,-555.6558178881824,-245.71009425781875,-309.9457236303636,684.2941745907632,-184.0
2024-08-08,TX,202408,20680.0,21082.0,20545.0,20696.0,-446.0,-2.11,121331,20698.0,20630.8,21469.9,22500.1,22527.0,21522.24,38.91797706196491,25135.883519183662,22500.1,19864.316480816335,-595.6164865882529,-315.6913727239056,-279.9251138643473,677.2731621199944,487.0
2024-08-09,TX,202408,21305.0,21593.0,21032.0,21481.0,783.0,3.78,136829,21483.0,20620.4,21408.5,22374.15,22517.54,21537.66,45.371944664840235,24951.294565211596,22374.15,19797.005434788407,-557.5159679163626,-364.056291762397,-193.45967615396557,692.9679362542804,-162.0
2024-08-12,TX,202408,21650.0,21895.0,21600.0,21677.0,194.0,0.9,89347,21676.0,21081.0,21350.1,22239.65,22516.64,21557.13,46.881098637802765,24662.917733866765,22239.65,19816.382266133238,-505.676348239911,-392.3803030578998,-113.2960451820112,673.0416550932604,-604.0
2024-08-13,TX,202408,21848.0,21898.0,21662.0,21769.0,93.0,0.43,68585,21771.0,21350.8,21302.4,22137.7,22524.2,21575.63,47.61267634321374,24457.8312980088,22137.7,19817.5687019912,-451.9595368325463,-404.2961498128291,-47.66338701971716,641.8243940151704,-769.0
2024-08-14,TX,202408,22104.0,22158.0,21908.0,21978.0,207.0,0.95,85768,21996.0,21520.2,21271.2,22043.95,22538.06,21596.74,49.320286278767824,24226.724150021026,22043.95,19861.175849978976,-388.05081522469845,-401.047082895203,12.996267670504551,623.7655087283725,-973.0
2024-08-15,TX,202408,21993.0,22114.0,21836.0,21840.0,-156.0,-0.71,71553,21840.0,21749.0,21189.9,21935.85,22541.78,21616.81,48.20302628077575,23925.645896568356,21935.85,19946.05410343164,-344.5661949880705,-389.7509053137765,45.18471032570602,599.0679723906316,-129.0
2024-08-16,TX,202408,22324.0,22447.0,22277.0,22367.0,527.0,2.41,83257,22365.0,21926.2,21273.3,21865.6,22562.72,21637.84,52.617350379094304,23682.860619724117,21865.6,20048.33938027588,-264.53048175438016,-364.7068206018972,100.17633884751706,599.6345457913006,-547.0
2024-08-19,TX,202408,22400.0,22521.0,22320.0,22361.0,-4.0,-0.02,103565,22361.0,22063.0,21572.0,21814.5,22580.68,21659.03,52.562426581961674,23511.725677392373,21814.5,20117.274322607627,-199.28847871653852,-331.6231522248255,132.33467350828698,571.1606496633506,-548.0
2024-08-20,TX,202408,22555.0,22574.0,22389.0,22436.0,75.0,0.34,84420,22435.0,22196.4,21773.6,21790.85,22591.9,21681.08,53.21976449223196,23438.880372899835,21790.85,20142.81962710016,-139.9189495134815,-293.2823116825567,153.36336216907523,545.5777461159684,-744.0
2024-08-21,TX,202409,22282.0,22315.0,22165.0,22203.0,-200.0,-0.89,44448,22202.0,22241.4,21880.8,21782.05,22598.02,21701.24,50.861799894570524,23419.268308595394,21782.05,20144.831691404604,-110.39673775024858,-256.7051968960951,146.30845914584654,525.9650499648277,-129.0
2024-08-22,TX,202409,22229.0,22277.0,22026.0,22100.0,-102.0,-0.46,72407,22100.0,22293.4,22021.2,21745.55,22604.06,21719.63,49.81115268618378,23318.99634163358,21745.55,20172.103658366417,-94.22524149415403,-224.2092058157069,129.98396432155286,506.32468925305426,120.0
2024-08-23,TX,202409,21942.0,22170.0,21865.0,22129.0,29.0,0.13,67429,22123.0,22245.8,22086.0,21747.25,22605.72,21738.89,50.12354920388432,23322.275571220973,21747.25,20172.224428779027,-78.16808355568355,-195.00098136370224,116.83289780801869,491.94435430640755,209.0
2024-08-26,TX,202409,22230.0,22450.0,22131.0,22206.0,83.0,0.38,82518,22210.0,22214.8,22138.9,21744.5,22603.38,21758.15,50.99573745343374,23316.116301773418,21744.5,20172.883698226582,-58.55443464599375,-167.71167202016053,109.15723737416678,479.7340432845213,285.0
2024-08-27,TX,202409,22112.0,22210.0,21998.0,22146.0,-64.0,-0.29,64037,22152.0,22156.8,22176.6,21739.5,22596.08,21776.73,50.25822887170774,23305.328151490434,21739.5,20173.671848509566,-47.30665348146795,-143.63066831242202,96.32401483095407,460.6101830499127,646.0
2024-08-28,TX,202409,22181.0,22414.0,22048.0,22401.0,249.0,1.12,77112,22405.0,22196.4,22218.9,21745.05,22594.56,21795.51,53.346337430197245,23319.407326022276,21745.05,20170.692673977723,-17.61330181716403,-118.42719501337042,100.8138931962064,453.8523128320618,556.0
2024-08-29,TX,202409,21938.0,22245.0,21900.0,22176.0,-229.0,-1.02,80378,22167.0,22211.6,22252.5,21721.2,22582.36,21813.78,50.37460315721233,23253.712525234252,21721.2,20188.68747476575,-12.097276418440742,-97.16121129438449,85.06393487594374,457.2200047726288,708.0
2024-08-30,TX,202409,22320.0,22366.0,22213.0,22323.0,156.0,0.7,62747,22318.0,22250.4,22248.1,21760.7,22566.24,21832.51,52.24628500517039,23312.377298925283,21760.7,20209.02270107472,4.088752328920236,-76.91121856972354,80.99997089864378,438.13286157458384,3.0
2024-09-02,TX,202409,22318.0,22448.0,22172.0,22227.0,-91.0,-0.41,72350,22212.0,22254.6,22234.7,21903.35,22543.22,21846.04,50.89622767286104,23012.640813988997,21903.35,20794.059186011,9.065398756865761,-59.71589510440568,68.78129386127145,426.551942890685,164.0
2024-09-03,TX,202409,22205.0,22314.0,22000.0,22070.0,-142.0,-0.64,72699,22051.0,22239.4,22198.1,21985.85,22520.42,21858.23,48.68075106195237,22862.656768906563,21985.85,21109.043231093434,0.33695480431924807,-47.705325122660696,48.042279926979944,418.5125183984932,214.0
2024-09-04,TX,202409,21246.0,21347.0,20828.0,20947.0,-1104.0,-5.01,139676,20940.0,21948.6,22072.5,21976.65,22484.44,21860.17,36.456519534105375,22892.149705078908,21976.65,21061.150294921095,-96.08945518475957,-57.38215113508047,-38.7073040496791,477.3330527986009,1832.0
2024-09-05,TX,202409,21310.0,21454.0,21056.0,21183.0,243.0,1.16,85120,21183.0,21750.0,21980.8,22001.0,22453.24,21864.45,39.87353465505518,22797.072358520283,22001.0,21204.927641479717,-151.71596494617916,-76.24891389730021,-75.46705104887894,479.45212045584367,1392.0
2024-09-06,TX,202409,21211.0,21435.0,21013.0,21319.0,136.0,0.64,92055,21316.0,21549.2,21899.8,21992.9,22422.18,21872.56,41.815298027991275,22812.90826825082,21992.9,21172.891731749183,-182.7200285490435,-97.54313682764887,-85.17689172139463,475.3483975661406,1383.0
2024-09-09,TX,202409,20734.0,21125.0,20616.0,21073.0,-243.0,-1.14,95274,21083.0,21318.4,21786.5,21962.7,22387.78,21883.76,39.34043766364713,22867.16118766919,21962.7,21058.238812330812,-224.5526136675362,-122.94503219562634,-101.60758147190987,491.6092263114163,1839.0
2024-09-10,TX,202409,21233.0,21281.0,20905.0,21000.0,-83.0,-0.39,96570,21005.0,21104.4,21671.9,21924.25,22348.12,21891.91,38.61015748465073,22919.232788795867,21924.25,20929.267211204133,-260.59178874706777,-150.47438350591463,-110.11740524115314,483.35142443202943,2008.0
2024-09-11,TX,202409,21100.0,21130.0,20950.0,21005.0,0.0,0.0,74321,21006.0,21116.0,21532.3,21875.6,22308.4,21898.38,38.694100472413574,22947.490740700854,21875.6,20803.709259299143,-285.45904228519794,-177.47131526177128,-107.98772702342666,461.68346554402734,2220.0
2024-09-12,TX,202409,21597.0,21780.0,21461.0,21711.0,705.0,3.36,91690,21703.0,21221.6,21485.8,21869.15,22286.0,21920.03,49.2469436503839,22943.36995419921,21869.15,20794.930045800793,-245.36975041580808,-191.05100229257863,-54.318748123229454,484.06321800516827,1352.0
2024-09-13,TX,202409,21800.0,21833.0,21657.0,21820.0,117.0,0.54,74408,21815.0,21321.8,21435.5,21841.8,22258.7,21942.99,50.65909361216252,22891.499309326296,21841.8,20792.100690673702,-202.46936789231768,-193.33467541252645,-9.134692479791227,462.0587024333705,1436.0
2024-09-16,TX,202409,21807.0,21871.0,21735.0,21813.0,-2.0,-0.01,72650,21815.0,21469.8,21394.1,21814.4,22222.48,21964.35,50.56179708371843,22836.710011689094,21814.4,20792.08998831091,-167.10901841787563,-188.08954401359628,20.98052559572065,438.7687951167012,1844.0
2024-09-18,TX,202410,21761.0,21881.0,21625.0,21692.0,-142.0,-0.65,42700,21694.0,21608.2,21356.3,21777.2,22184.92,21979.57,48.816464230516544,22759.69755215971,21777.2,20794.702447840293,-147.15308628356433,-179.9022524675899,32.74916618402557,425.713881179794,1875.0
2024-09-19,TX,202410,21763.0,22082.0,21661.0,22074.0,380.0,1.75,82818,22075.0,21822.0,21469.0,21770.75,22148.14,22001.46,54.19242110891271,22743.628178396477,21770.75,20797.871821603523,-99.36820399846329,-163.7954427737646,64.4272387753013,425.37717538123724,
2024-09-20,TX,202410,22345.0,22425.0,22186.0,22220.0,145.0,0.66,69559,22216.0,21923.8,21572.7,21776.75,22114.98,22021.88,56.09068392902162,22759.11039720667,21776.75,20794.38960279333,-49.15078107995578,-140.86651043500282,91.71572935504705,420.0645199968631,
2024-09-23,TX,202410,22291.0,22392.0,22258.0,22338.0,122.0,0.55,52925,22338.0,22027.4,21674.6,21787.2,22081.74,22039.74,57.61930863830646,22788.588755678742,21787.2,20785.81124432126,0.16658195967465872,-112.65989195606733,112.82647391574199,402.3456257113729,
2024-09-24,TX,202410,22298.0,22508.0,22152.0,22491.0,153.0,0.68,77440,22493.0,22163.0,21816.4,21801.45,22044.22,22060.52,59.58398836433961,22833.901156229615,21801.45,20768.998843770387,51.008771441323915,-79.92615927658908,130.934930717913,399.0352238748463,
2024-09-25,TX,202410,22835.0,22860.0,22739.0,22792.0,299.0,1.33,63897,22792.0,22383.0,21995.6,21833.75,22023.9,22085.53,63.19849521039428,22944.73026535132,21833.75,20722.76973464868,114.2724951498385,-41.086428391303556,155.35892354114208,396.8898507409287,
2024-09-26,TX,202410,23034.0,23078.0,22892.0,22957.0,165.0,0.72,65948,22957.0,22559.6,22190.8,21861.55,22005.98,22111.28,65.0440172907937,23052.838961587448,21861.55,20670.26103841255,175.69823315337635,2.270503917632432,173.42772923574393,388.9691471165766,
2024-09-27,TX,202410,23190.0,23195.0,22878.0,22884.0,-73.0,-0.32,75657,22892.0,22692.4,22308.1,21896.95,21983.62,22134.1,63.526163649371945,23163.22871734463,21896.95,20630.67128265537,215.9981904706401,45.01604122823397,170.98214924240614,383.8284937511068,
2024-09-30,TX,202410,22699.0,22755.0,22316.0,22326.0,-566.0,-2.47,87164,22326.0,22690.0,22358.7,21897.1,21954.7,22150.86,53.28946492049271,23163.581251341868,21897.1,20630.61874865813,200.59789275088042,76.13241153276326,124.46548121811716,396.98360134031344,
2024-10-01,TX,202410,22246.0,22463.0,22228.0,22391.0,65.0,0.29,57504,22391.0,22670.0,22416.5,21905.3,21934.86,22167.52,54.21500306766413,23182.298997650374,21905.3,20628.301002349624,191.431301742512,99.19218957471301,92.239112167799,385.41334410171964,
2024-10-04,TX,202410,22331.0,22507.0,22250.0,22284.0,-107.0,-0.48,83107,22288.0,22568.4,22475.7,21916.0,21922.36,22184.24,52.37524525765653,23201.895019043157,21916.0,20630.104980956843,173.53233383860425,114.06021842749126,59.47211541111298,376.24096238016824,
2024-10-07,TX,202410,22570.0,22808.0,22539.0,22779.0,491.0,2.2,76667,22767.0,22532.8,22546.2,22007.6,21930.36,22203.94,59.26243895581705,23265.02807348984,22007.6,20750.171926510156,197.0185289698602,130.65188053596506,66.36664843389514,386.79517935301334,
2024-10-08,TX,202410,22606.0,22634.0,22392.0,22575.0,-192.0,-0.84,73369,22578.0,22471.0,22581.7,22077.2,21925.26,22220.86,55.688209328953974,23297.914643149565,22077.2,20856.485356850437,196.90066442631723,143.9016373140355,52.99902711228174,386.80980939922665,
2024-10-09,TX,202410,22770.0,22888.0,22666.0,22702.0,124.0,0.55,66303,22699.0,22546.2,22618.1,22146.35,21937.4,22237.75,57.41033709499107,23343.897038742245,22146.35,20948.802961257752,204.69549232608915,156.06040831644623,48.635084009642924,381.53768015642476,
2024-10-11,TX,202410,22829.0,23047.0,22794.0,22912.0,213.0,0.94,69251,22911.0,22650.4,22660.2,22238.3,21950.42,22254.4,60.16703371808568,23372.816478505316,22238.3,21103.783521494683,225.22197581079672,169.89272181531632,55.3292539954804,378.9278458595373,
2024-10-14,TX,202410,22987.0,23049.0,22818.0,23008.0,97.0,0.42,85874,23005.0,22795.2,22681.8,22338.7,21965.66,22270.78,61.397135165223915,23367.591267335752,22338.7,21309.80873266425,246.39546599613095,185.19327065147925,61.2021953446517,368.36157115528465,
2024-10-15,TX,202410,23168.0,23386.0,23101.0,23225.0,220.0,0.96,79192,23228.0,22884.4,22708.6,22449.7,21984.36,22289.67,64.09619169960916,23350.081941178225,22449.7,21549.318058821777,277.4869985801233,203.65201623720807,73.83498234291525,369.0500303584786,
2024-10-16,TX,202411,22952.0,23260.0,22921.0,23063.0,-225.0,-0.97,49987,23061.0,22982.0,22726.5,22517.3,21992.56,22307.28,60.684943189601,23388.219307398827,22517.3,21646.38069260117,285.7611395096901,220.0738408917045,65.68729861798562,366.90359961858724,
2024-10-17,TX,202411,23142.0,23277.0,23005.0,23256.0,195.0,0.85,75826,23256.0,23092.8,22819.5,22589.1,22027.02,22327.07,63.19787663814783,23454.992348967342,22589.1,21723.207651032655,304.3832027506942,236.93571326350244,67.44748948719175,360.1247710744024,
2024-10-18,TX,202411,23820.0,23840.0,23527.0,23657.0,401.0,1.72,90326,23657.0,23241.8,22946.1,22681.3,22112.68,22347.81,67.80270283005936,23588.70401145256,22681.3,21773.89598854744,347.4929878796793,259.0471681867378,88.44581969294148,376.11585885480224,
2024-10-21,TX,202411,23810.0,23836.0,23566.0,23567.0,-90.0,-0.38,53481,23574.0,23353.6,23074.4,22775.05,22175.62,22367.44,65.81234771375438,23640.71494095591,22775.05,21909.38505904409,370.12893932968655,281.26352241532754,88.865416914359,368.5361546508878,
